Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2167 : SARAH,Terminal :,5 : POS5                          ,Receipt Number :,65241,Invoice Number :,RS105065241,Start :,01/04/2016 04:35:39 PM,End : ,01/04/2016 04:36:01 PM
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2167 : SARAH,Terminal :,5 : POS5                          ,Receipt Number :,65241,Invoice Number :,RS105065241,Start :,01/04/2016 04:35:39 PM,End : ,01/04/2016 04:36:01 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
93604,APPLE LADY ALICE,1.070,$2.49,$2.66,,,,,,,,,
,DISC STAFF 15%,,,($.40),,,,,,,,,
,Cash,,,$3.01,,,,,,,,,
,SUBTOTAL,,,$2.26,,,,,,,,,
,TOTAL,,,$2.26,,,,,,,,,
,TOTAL TENDERED,,,$3.01,,,,,,,,,
,Change,,,$.75,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2092 : zzDaisy,Terminal :,1 : POS1                          ,Receipt Number :,65390,Invoice Number :,RS101065390,Start :,01/04/2016 04:33:10 PM,End : ,01/04/2016 04:36:05 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
94067,ZUCCHINI/ITALIAN SQUASH,.540,$2.99,$1.61,,,,,,,,,
00660,FA CASHEW SPREAD,.240,$11.99,$2.88,,,,,,,,,
94640,LETTUCE ROMAINE,1.000,$2.99,$2.99,,,,,,,,,
94820,YACON,2.740,$3.99,$10.93,,,,,,,,,
94413,PEAR BOSC,.510,$1.99,$1.01,,,,,,,,,
94017,APPLE GRANNY SMITH,.570,$1.99,$1.13,,,,,,,,,
2488,SAGE GROUND,.050,$26.99,$1.35,,,,,,,,,
765299000079,MV MAPLE SYRUP GLASS,1.000,$30.89,$30.89,,,,,,,,,
765299000079,Removed >> MV MAPLE SYRUP GLASS,(1.000),$30.89,($30.89),,,,,,,,,
1558,MAPLE SYRUP B GRADE,2.780,$8.59,$23.88,,,,,,,,,
94614,COLLARD,1.000,$1.79,$1.79,,,,,,,,,
890444000236,LJ TORTILLA JALAPENO,1.000,$2.99,$2.99,,,,,,,,,
93618,APPLE OPAL,1.140,$2.49,$2.84,,,,,,,,,
047445919719,CHOICE EARL GREY TEA,1.000,$4.69,$4.69,,,,,,,,,
94550,BRUSSELS SPROUT,.270,$7.99,$2.16,,,,,,,,,
94642,SALAD MIX MESCLUN/ASIAN,.270,$9.99,$2.70,,,,,,,,,
94068,ONION GREEN/SCALLION,1.000,$.99,$.99,,,,,,,,,
05006,FA TURKEY RST SLICED,.405,$10.99,$4.45,,,,,,,,,
3001,ALMOND BTTR OG,.560,$14.99,$8.39,,,,,,,,,
94011,BANANA,1.260,$.99,$1.25,,,,,,,,,
621683020156,TINKYADA BRN RC PAST,1.000,$4.19,$4.19,,,,,,,,,
94088,PEPPER BELL RED,1.050,$2.99,$3.14,,,,,,,,,
,Debit Card,,,$80.36,,,,,,,,,
,SUBTOTAL,,,$80.36,,,,,,,,,
,TOTAL,,,$80.36,,,,,,,,,
,TOTAL TENDERED,,,$80.36,,,,,,,,,
,Change,,,$.00,,,,,,,,,
,Account #: XXXXXXXXXXXX6334,,,,,,,,,,,,
,Exp Date : 1018,,,,,,,,,,,,
,Amount: 80.36,,,,,,,,,,,,
,Date: 1/4/16 4:36:05 PM PST,,,,,,,,,,,,
,Reference #: 0297,,,,,,,,,,,,
,Student Surv $5 off $50+,,,($5.00),,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2109 : zzDylan,Terminal :,6 : POS6                          ,Receipt Number :,69249,Invoice Number :,RS106069249,Start :,01/04/2016 04:36:08 PM,End : ,01/04/2016 04:36:30 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
94623,KALE RED,1.000,$2.79,$2.79,,,,,,,,,
94068,ONION GREEN/SCALLION,1.000,$.99,$.99,,,,,,,,,
102,COFFEE 12 OZ,1.000,$1.50,$1.50,,,,,,,,,
307,FA COOKIE,2.000,$1.50,$3.00,,,,,,,,,
,Cash,,,$10.00,,,,,,,,,
,SUBTOTAL,,,$8.28,,,,,,,,,
,TOTAL,,,$8.28,,,,,,,,,
,TOTAL TENDERED,,,$10.00,,,,,,,,,
,Change,,,$1.72,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2092 : zzDaisy,Terminal :,1 : POS1                          ,Receipt Number :,65391,Invoice Number :,RS101065391,Start :,01/04/2016 04:36:35 PM,End : ,01/04/2016 04:37:15 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
853715003077,TH HARD CANDY POM NE,1.000,$2.39,$2.39,,,,,,,,,
101,COFFEE 8OZ,1.000,$1.25,$1.25,,,,,,,,,
94225,AVOCADO HASS,2.000,$2.00,$4.00,,,,,,,,,
,DISC STAFF 15%,,,($.36),,,,,,,,,
,DISC STAFF 15%,,,($.19),,,,,,,,,
,DISC STAFF 15%,,,($.60),,,,,,,,,
,Cash,,,$6.50,,,,,,,,,
,SUBTOTAL,,,$6.49,,,,,,,,,
,TOTAL,,,$6.49,,,,,,,,,
,TOTAL TENDERED,,,$6.50,,,,,,,,,
,Change,,,$.01,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2109 : zzDylan,Terminal :,6 : POS6                          ,Receipt Number :,69250,Invoice Number :,RS106069250,Start :,01/04/2016 04:36:47 PM,End : ,01/04/2016 04:37:30 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
067275006557,CROFT SPREAD BERRY H,1.000,$5.69,$5.69,,,,,,,,,
019815530015,CARMEN SNACK TORTILL,1.000,$1.79,$1.79,,,,,,,,,
94889,CILANTRO,1.000,$1.49,$1.49,,,,,,,,,
94166,ONION SWEET,.890,$1.49,$1.33,,,,,,,,,
94225,AVOCADO HASS,1.000,$2.00,$2.00,,,,,,,,,
,Debit Card,,,$12.30,,,,,,,,,
,SUBTOTAL,,,$12.30,,,,,,,,,
,TOTAL,,,$12.30,,,,,,,,,
,TOTAL TENDERED,,,$12.30,,,,,,,,,
,Change,,,$.00,,,,,,,,,
,Amount: 12.30,,,,,,,,,,,,
,Date: 1/4/16 4:37:30 PM PST,,,,,,,,,,,,
,Reference #: 0298,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2109 : zzDylan,Terminal :,6 : POS6                          ,Receipt Number :,69251,Invoice Number :,RS106069251,Start :,01/04/2016 04:38:17 PM,End : ,01/04/2016 04:38:31 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
2308,CORIANDER WHOLE,.070,$10.99,$.77,,,,,,,,,
2401,MUSTARD SD YELLOW OG,.020,$8.69,$.17,,,,,,,,,
3086,FENUGREEK SEEDS ORG,.030,$7.89,$.24,,,,,,,,,
,Cash,,,$10.00,,,,,,,,,
,SUBTOTAL,,,$1.18,,,,,,,,,
,TOTAL,,,$1.18,,,,,,,,,
,TOTAL TENDERED,,,$10.00,,,,,,,,,
,Change,,,$8.82,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2109 : zzDylan,Terminal :,6 : POS6                          ,Receipt Number :,69252,Invoice Number :,RS106069252,Start :,01/04/2016 04:39:01 PM,End : ,01/04/2016 04:39:31 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
160,FA SOUP TO GO 12OZ,1.000,$3.99,$3.99,,,,,,,,,
00152,FA FALAFEL,.446,$7.99,$3.56,,,,,,,,,
042272006274,AMY HEARTY MINESTRON,1.000,$3.69,$3.69,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2109 : zzDylan,Terminal :,6 : POS6                          ,Receipt Number :,69252,Invoice Number :,RS106069252,Start :,01/04/2016 04:39:01 PM,End : ,01/04/2016 04:39:31 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
,Debit Card,,,$11.24,,,,,,,,,
,SUBTOTAL,,,$11.24,,,,,,,,,
,TOTAL,,,$11.24,,,,,,,,,
,TOTAL TENDERED,,,$11.24,,,,,,,,,
,Change,,,$.00,,,,,,,,,
,Amount: 11.24,,,,,,,,,,,,
,Date: 1/4/16 4:39:31 PM PST,,,,,,,,,,,,
,Reference #: 0300,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2092 : zzDaisy,Terminal :,1 : POS1                          ,Receipt Number :,65392,Invoice Number :,RS101065392,Start :,01/04/2016 04:37:45 PM,End : ,01/04/2016 04:39:36 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
018673550234,LOCH 1% MILK GALLON,1.000,$2.89,$2.89,,,,,,,,,
94069,CABBAGE GREEN,1.810,$1.29,$2.33,,,,,,,,,
042563600006,FD BLACK BEANS,1.000,$1.00,$1.00,,,,,,,,,
94889,CILANTRO,1.000,$1.49,$1.49,,,,,,,,,
93121,PEPPER BELL ORANGE,.550,$5.99,$3.29,,,,,,,,,
07537,MCK XLEAN GRND BEEF,1.015,$8.19,$8.31,,,,,,,,,
94224,AVOCADO BACON/REED,2.000,$2.00,$4.00,,,,,,,,,
93031,MANDARIN PAGE,.560,$2.49,$1.39,,,,,,,,,
93031,Removed >> MANDARIN PAGE,(.560),$2.49,($1.39),,,,,,,,,
94458,MANDARIN CLEMENTINE,.410,$2.99,$1.23,,,,,,,,,
94457,MANDARIN SATSUMA/TDE,.550,$2.99,$1.64,,,,,,,,,
94064,TOMATO,.710,$3.99,$2.83,,,,,,,,,
,Debit Card,,,$29.01,,,,,,,,,
,SUBTOTAL,,,$29.01,,,,,,,,,
,TOTAL,,,$29.01,,,,,,,,,
,TOTAL TENDERED,,,$29.01,,,,,,,,,
,Change,,,$.00,,,,,,,,,
,Amount: 29.01,,,,,,,,,,,,
,Date: 1/4/16 4:39:36 PM PST,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2092 : zzDaisy,Terminal :,1 : POS1                          ,Receipt Number :,65392,Invoice Number :,RS101065392,Start :,01/04/2016 04:37:45 PM,End : ,01/04/2016 04:39:36 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
,Reference #: 0301,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2167 : SARAH,Terminal :,5 : POS5                          ,Receipt Number :,65242,Invoice Number :,RS105065242,Start :,01/04/2016 04:36:44 PM,End : ,01/04/2016 04:39:44 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
853311003617,KEVITA MASTER TART C,1.000,$2.39,$2.39,,,,,,,,,
48,5¢ BOTTLE DEPOSIT GROCERY,1.000,$.05,$.05,,,,,,,,,
784830000118,STRAUS WHL MILK 64,1.000,$5.99,$5.99,,,,,,,,,
31,$2 DEPOSIT,1.000,$2.00,$2.00,,,,,,,,,
088194340607,BCOW WM PLAIN QT,1.000,$3.69,$3.69,,,,,,,,,
94011,BANANA,1.500,$.99,$1.49,,,,,,,,,
013764027138,DKB 21 GRAIN THIN,1.000,$4.89,$4.89,,,,,,,,,
072830906128,TILL BTTR SALTED,1.000,$5.69,$5.69,,,,,,,,,
34,LLF RETURN,1.000,($2.25),($2.25),,,,,,,,,
728229013150,TERRA SWEETS BEETS,1.000,$3.79,$3.79,,,,,,,,,
015665610150,PB VEGGIE BOOTY 4OZ,1.000,$2.69,$2.69,,,,,,,,,
019815530046,DECASA WW TORTILLA 8,1.000,$2.69,$2.69,,,,,,,,,
018673550869,LOCH HEAVY WHIP CRM,1.000,$1.69,$1.69,,,,,,,,,
030871000014,WILDWD TOFU FIRM 10,1.000,$2.39,$2.39,,,,,,,,,
1523,COCOA DUTCH PROCESSED,.590,$7.59,$4.48,,,,,,,,,
1602,BEANS BLACK OG,1.220,$2.29,$2.79,,,,,,,,,
94457,MANDARIN SATSUMA/TDE,.690,$2.99,$2.06,,,,,,,,,
94053,LEMON,.280,$2.99,$.84,,,,,,,,,
94286,GRAPEFRUIT RIO,1.930,$1.49,$2.88,,,,,,,,,
,Credit Card,,,$50.24,,,,,,,,,
,SUBTOTAL,,,$50.24,,,,,,,,,
,TOTAL,,,$50.24,,,,,,,,,
,TOTAL TENDERED,,,$50.24,,,,,,,,,
,Change,,,$.00,,,,,,,,,
,Amount: 50.24,,,,,,,,,,,,
,Approval #: 81409Z,,,,,,,,,,,,
,Date: 1/4/16 4:39:44 PM PST,,,,,,,,,,,,
,Reference #: 0299,,,,,,,,,,,,
,Signature Captured,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2167 : SARAH,Terminal :,5 : POS5                          ,Receipt Number :,65243,Invoice Number :,RS105065243,Start :,01/04/2016 04:40:22 PM,End : ,01/04/2016 04:40:26 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
705,STYROFOAM,1.000,$3.50,$3.50,,,,,,,,,
,Cash,,,$5.00,,,,,,,,,
,SUBTOTAL,,,$3.50,,,,,,,,,
,TOTAL,,,$3.50,,,,,,,,,
,TOTAL TENDERED,,,$5.00,,,,,,,,,
,Change,,,$1.50,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2109 : zzDylan,Terminal :,6 : POS6                          ,Receipt Number :,69253,Invoice Number :,RS106069253,Start :,01/04/2016 04:39:43 PM,End : ,01/04/2016 04:40:27 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
708163120589,BC POTATO CHIP CANYO,1.000,$2.00,$2.00,,,,,,,,,
02112,RUMIANO MONT JACK,.415,$4.19,$1.74,,,,,,,,,
94131,APPLE FUJI,.620,$1.19,$.74,,,,,,,,,
93110,ORANGE CARA CARA,.590,$1.99,$1.17,,,,,,,,,
767707001258,KERRY IRISH BTTR UNS,1.000,$3.39,$3.39,,,,,,,,,
,EBT/SNAP,,,$9.04,,,,,,,,,
,SUBTOTAL,,,$9.04,,,,,,,,,
,TOTAL,,,$9.04,,,,,,,,,
,FSP ELIGIBLE,,,$9.04,,,,,,,,,
,TOTAL TENDERED,,,$9.04,,,,,,,,,
,Change,,,$.00,,,,,,,,,
,Approval #: 100582,,,,,,,,,,,,
,Date: 1/4/16 4:40:27 PM PST,,,,,,,,,,,,
,Reference #: 0302,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2092 : zzDaisy,Terminal :,1 : POS1                          ,Receipt Number :,65393,Invoice Number :,RS101065393,Start :,01/04/2016 04:39:41 PM,End : ,01/04/2016 04:41:27 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
732913440634,SEVGEN DIAPER ST 4,1.000,$13.69,$13.69,,,,,,,,,
024335162066,BEAR REF BEAN FAT FR,1.000,$2.89,$2.89,,,,,,,,,
044082522319,OA PNUT BTTR CRMY,1.000,$7.59,$7.59,,,,,,,,,
044082522319,OA PNUT BTTR CRMY,1.000,$7.59,$7.59,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2092 : zzDaisy,Terminal :,1 : POS1                          ,Receipt Number :,65393,Invoice Number :,RS101065393,Start :,01/04/2016 04:39:41 PM,End : ,01/04/2016 04:41:27 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
044082522319,Removed >> OA PNUT BTTR CRMY,(1.000),$7.59,($7.59),,,,,,,,,
071524159130,LP MILD GREEN CHILE,1.000,$1.69,$1.69,,,,,,,,,
019458000180,CARMEN ROUNDS SALTED,1.000,$3.19,$3.19,,,,,,,,,
94088,PEPPER BELL RED,.870,$2.99,$2.60,,,,,,,,,
024335513035,BEAR TACO SEASONING,1.000,$2.19,$2.19,,,,,,,,,
018673668601,LOCH ICE CRM PT VANI,1.000,$2.69,$2.69,,,,,,,,,
093966000221,OVAL SKIM MILK QUART,1.000,$2.99,$2.99,,,,,,,,,
882511401039,SWTCRK SALSA MILD,1.000,$4.79,$4.79,,,,,,,,,
93031,MANDARIN PAGE,1.360,$2.49,$3.39,,,,,,,,,
94103,APPLE BRAEBURN,1.280,$1.99,$2.55,,,,,,,,,
94225,AVOCADO HASS,1.000,$2.00,$2.00,,,,,,,,,
,Credit Card,,,$52.25,,,,,,,,,
,SUBTOTAL,,,$52.25,,,,,,,,,
,TOTAL,,,$52.25,,,,,,,,,
,TOTAL TENDERED,,,$52.25,,,,,,,,,
,Change,,,$.00,,,,,,,,,
,Amount: 52.25,,,,,,,,,,,,
,Approval #: 03834Z,,,,,,,,,,,,
,Date: 1/4/16 4:41:27 PM PST,,,,,,,,,,,,
,Reference #: 0303,,,,,,,,,,,,
,Signature Captured,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2109 : zzDylan,Terminal :,6 : POS6                          ,Receipt Number :,69254,Invoice Number :,RS106069254,Start :,01/04/2016 04:40:49 PM,End : ,01/04/2016 04:41:55 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
94642,SALAD MIX MESCLUN/ASIAN,.240,$9.99,$2.40,,,,,,,,,
00436,FA ALASKAN BURGER,1.000,$5.99,$5.99,,,,,,,,,
07017,NIMAN PETITE HAM,1.585,$10.79,$17.10,,,,,,,,,
94076,LETTUCE GREEN LEAF,1.000,$2.99,$2.99,,,,,,,,,
94011,BANANA,2.760,$.99,$2.73,,,,,,,,,
,Check,,,$31.21,,,,,,,,,
,SUBTOTAL,,,$31.21,,,,,,,,,
,TOTAL,,,$31.21,,,,,,,,,
,TOTAL TENDERED,,,$31.21,,,,,,,,,
,Change,,,$.00,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2092 : zzDaisy,Terminal :,1 : POS1                          ,Receipt Number :,65394,Invoice Number :,RS101065394,Start :,01/04/2016 04:41:28 PM,End : ,01/04/2016 04:42:58 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
659201102077,FM POLENTA QUINOA,1.000,$2.69,$2.69,,,,,,,,,
659201102077,FM POLENTA QUINOA,1.000,$2.69,$2.69,,,,,,,,,
850057003024,GT KOMBUCHA GINGERAD,1.000,$3.39,$3.39,,,,,,,,,
,* * * Age Verified 21,,,,,,,,,,,,
49,BEER DEPOSIT,1.000,$.05,$.05,,,,,,,,,
855088005061,MHC YOGURT PLAIN QT,1.000,$5.29,$5.29,,,,,,,,,
850057003147,GT KOMBUCHA MULTIGRE,1.000,$3.39,$3.39,,,,,,,,,
49,BEER DEPOSIT,1.000,$.05,$.05,,,,,,,,,
854615002139,BRF LEAFY KALE HOT,1.000,$3.99,$3.99,,,,,,,,,
94562,CARROT,1.300,$1.99,$2.59,,,,,,,,,
083783331004,SIERRA TORPEDO EXTRA IPA 6PK,1.000,$7.99,$7.99,,,,,,,,,
62,6 PK BOTTLE DEPOSIT,1.000,$.30,$.30,,,,,,,,,
074483901345,WILCOX EGGS JUMBO BR,1.000,$4.29,$4.29,,,,,,,,,
182893000883,MANDARIN SATSUMA/CLEM 5#,1.000,$12.99,$12.99,,,,,,,,,
018673550722,LOCH HALF & HALF HG,1.000,$3.89,$3.89,,,,,,,,,
94642,SALAD MIX MESCLUN/ASIAN,.210,$9.99,$2.10,,,,,,,,,
023254313016,HAIN SAFFLOWER MAYO,1.000,$4.69,$4.69,,,,,,,,,
688853707064,BR WW FILONE,1.000,$5.39,$5.39,,,,,,,,,
,Debit Card,,,$65.77,,,,,,,,,
,SUBTOTAL,,,$65.77,,,,,,,,,
,TOTAL,,,$65.77,,,,,,,,,
,TOTAL TENDERED,,,$65.77,,,,,,,,,
,Change,,,$.00,,,,,,,,,
,Amount: 65.77,,,,,,,,,,,,
,Date: 1/4/16 4:42:58 PM PST,,,,,,,,,,,,
,Reference #: 0304,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2109 : zzDylan,Terminal :,6 : POS6                          ,Receipt Number :,69255,Invoice Number :,RS106069255,Start :,01/04/2016 04:42:16 PM,End : ,01/04/2016 04:43:35 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
043192105801,NANCY WM YOG PLAIN L,1.000,$8.89,$8.89,,,,,,,,,
018673550036,LOCH WHOLE MILK GAL,1.000,$3.59,$3.59,,,,,,,,,
2506,BANANA CHIPS,.570,$3.69,$2.10,,,,,,,,,
750732000099,BSTOP OATMEAL BREAD,1.000,$4.99,$4.99,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2109 : zzDylan,Terminal :,6 : POS6                          ,Receipt Number :,69255,Invoice Number :,RS106069255,Start :,01/04/2016 04:42:16 PM,End : ,01/04/2016 04:43:35 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
94011,BANANA,1.290,$.99,$1.28,,,,,,,,,
00044,STRING CHEESE,.409,$4.99,$2.04,,,,,,,,,
94733,POTATO BUTTERBALL,1.770,$2.99,$5.29,,,,,,,,,
029053000140,FVP ALBACORE NO SALT,1.000,$6.19,$6.19,,,,,,,,,
029053000140,FVP ALBACORE NO SALT,1.000,$6.19,$6.19,,,,,,,,,
93283,APPLE HONEYCRISP,2.780,$3.99,$11.09,,,,,,,,,
74,Paper bag,1.000,$.05,$.05,,,,,,,,,
,Debit Card,,,$51.70,,,,,,,,,
,SUBTOTAL,,,$51.70,,,,,,,,,
,TOTAL,,,$51.70,,,,,,,,,
,TOTAL TENDERED,,,$51.70,,,,,,,,,
,Change,,,$.00,,,,,,,,,
,Amount: 51.70,,,,,,,,,,,,
,Date: 1/4/16 4:43:35 PM PST,,,,,,,,,,,,
,Reference #: 0305,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2092 : zzDaisy,Terminal :,1 : POS1                          ,Receipt Number :,65395,Invoice Number :,RS101065395,Start :,01/04/2016 04:43:13 PM,End : ,01/04/2016 04:43:51 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
070734053696,CS SUGAR COOKIE TEA,1.000,$2.69,$2.69,,,,,,,,,
570734804750,Mfr. Coupon 070734-000000,,,($.75),,,,,,,,,
2001,Water,4.000,$.30,$1.20,,,,,,,,,
,DISC 5%,,,($.14),,,,,,,,,
,DISC 5%,,,($.06),,,,,,,,,
,Cash,,,$3.00,,,,,,,,,
,SUBTOTAL,,,$2.94,,,,,,,,,
,TOTAL,,,$2.94,,,,,,,,,
,TOTAL TENDERED,,,$3.00,,,,,,,,,
,Change,,,$.06,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2109 : zzDylan,Terminal :,6 : POS6                          ,Receipt Number :,69256,Invoice Number :,RS106069256,Start :,01/04/2016 04:43:52 PM,End : ,01/04/2016 04:44:38 PM
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2109 : zzDylan,Terminal :,6 : POS6                          ,Receipt Number :,69256,Invoice Number :,RS106069256,Start :,01/04/2016 04:43:52 PM,End : ,01/04/2016 04:44:38 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
854835004029,HM CACAO NECTAR PEPP,1.000,$5.99,$5.99,,,,,,,,,
076950203525,YOGI RASPBERRY PASSI,1.000,$3.00,$3.00,,,,,,,,,
306960179139,BOIR CAULOPH THAL 30,1.000,$5.99,$5.99,,,,,,,,,
306960677130,BOIR SEPIA 30C,1.000,$5.99,$5.99,,,,,,,,,
,Debit Card,,,$20.97,,,,,,,,,
,SUBTOTAL,,,$20.97,,,,,,,,,
,TOTAL,,,$20.97,,,,,,,,,
,TOTAL TENDERED,,,$20.97,,,,,,,,,
,Change,,,$.00,,,,,,,,,
,Amount: 20.97,,,,,,,,,,,,
,Date: 1/4/16 4:44:38 PM PST,,,,,,,,,,,,
,Reference #: 0307,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2167 : SARAH,Terminal :,5 : POS5                          ,Receipt Number :,65244,Invoice Number :,RS105065244,Start :,01/04/2016 04:41:48 PM,End : ,01/04/2016 04:44:43 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
00600,FA CLASSIC HUMMUS,.940,$6.29,$5.91,,,,,,,,,
3007,NT MIX CURRY CASHEW,1.550,$16.29,$25.25,,,,,,,,,
638882000612,STAHL SPINACH,1.000,$1.50,$1.50,,,,,,,,,
638882000612,STAHL SPINACH,1.000,$1.50,$1.50,,,,,,,,,
852909003428,CF ALMONDMILK COCONU,1.000,$4.69,$4.69,,,,,,,,,
044082032214,OA PNUT BTTR NS CRUN,1.000,$7.59,$7.59,,,,,,,,,
042563013653,WOODS BABY DILL PICK,1.000,$6.59,$6.59,,,,,,,,,
3075,WALNUTS ORGANIC,.520,$16.89,$8.78,,,,,,,,,
042563013653,WOODS BABY DILL PICK,1.000,$6.59,$6.59,,,,,,,,,
3050,PISTACHIOS OG RST/ST,.220,$9.99,$2.20,,,,,,,,,
544082000768,Mfr. Coupon 044082-000000,,,($1.00),,,,,,,,,
,Debit Card,,,$104.60,,,,,,,,,
,SUBTOTAL,,,$64.60,,,,,,,,,
,TOTAL,,,$64.60,,,,,,,,,
,TOTAL TENDERED,,,$104.60,,,,,,,,,
,Change,,,$40.00,,,,,,,,,
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
,Exp Date : 0919,,,,,,,,,,,,
,Amount: 104.60,,,,,,,,,,,,
,Date: 1/4/16 4:44:43 PM PST,,,,,,,,,,,,
,Reference #: 0306,,,,,,,,,,,,
,Savvy Saver $5 off $50+,,,($5.00),,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2092 : zzDaisy,Terminal :,1 : POS1                          ,Receipt Number :,65396,Invoice Number :,RS101065396,Start :,01/04/2016 04:44:29 PM,End : ,01/04/2016 04:44:49 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
017929000202,RS ACTIVE DRY YEAST,1.000,$2.19,$2.19,,,,,,,,,
,Credit Card,,,$2.19,,,,,,,,,
,SUBTOTAL,,,$2.19,,,,,,,,,
,TOTAL,,,$2.19,,,,,,,,,
,TOTAL TENDERED,,,$2.19,,,,,,,,,
,Change,,,$.00,,,,,,,,,
,Amount: 2.19,,,,,,,,,,,,
,Approval #: 81405Z,,,,,,,,,,,,
,Date: 1/4/16 4:44:49 PM PST,,,,,,,,,,,,
,Reference #: 0308,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2092 : zzDaisy,Terminal :,1 : POS1                          ,Receipt Number :,65397,Invoice Number :,RS101065397,Start :,01/04/2016 04:44:55 PM,End : ,01/04/2016 04:45:12 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
94583,CELERY,1.000,$2.99,$2.99,,,,,,,,,
075772277615,MTN OCEAN SKIN TRIP,1.000,$4.99,$4.99,,,,,,,,,
074780000079,PERR SPRK WATER LEMO,1.000,$2.39,$2.39,,,,,,,,,
48,5¢ BOTTLE DEPOSIT GROCERY,1.000,$.05,$.05,,,,,,,,,
042175198502,BS CHERRY VANILLA CREAM SODA SGL,1.000,$.67,$.67,,,,,,,,,
62,6 PK BOTTLE DEPOSIT,.167,$.30,$.05,,,,,,,,,
010486007004,GRPA PINE TAR SOAP,1.000,$2.99,$2.99,,,,,,,,,
042175198502,BS CHERRY VANILLA CREAM SODA 6PK,1.000,$3.99,$3.99,,,,,,,,,
62,6 PK BOTTLE DEPOSIT,1.000,$.30,$.30,,,,,,,,,
